carat,cut,color,clarity,depth,table,price,volume
0.41,Good,D,VS2,63.4,54.0,873,68.57
0.41,Good,D,VS2,63.8,55.0,873,66.92
0.3,Ideal,G,VVS1,62.1,56.0,873,49.9
0.42,Premium,E,SI1,61.2,60.0,873,69.19
0.38,Ideal,G,VVS2,60.7,57.0,873,63.58
0.36,Ideal,E,VVS2,62.1,56.0,873,58.72
0.33,Ideal,E,VS2,61.6,55.0,873,55.39
0.33,Ideal,E,VS2,61.9,55.0,873,55.47
0.4,Ideal,G,SI1,60.9,55.0,873,67.0
0.4,Ideal,G,SI1,61.8,57.0,873,66.61
0.4,Ideal,G,SI1,60.9,55.0,873,67.65
0.3,Ideal,F,IF,59.4,60.0,873,49.88
0.3,Ideal,F,IF,61.8,55.0,873,49.83
0.3,Ideal,F,IF,61.3,55.0,873,50.1
0.3,Ideal,F,IF,60.5,60.0,873,49.77
0.3,Ideal,F,IF,60.4,60.0,873,49.24
0.3,Ideal,F,IF,61.3,56.0,873,49.45
0.3,Ideal,F,IF,59.8,58.0,873,51.45
0.3,Ideal,F,IF,60.0,59.0,873,50.45
0.3,Ideal,F,IF,61.7,56.0,873,50.06
0.3,Ideal,F,IF,60.8,57.0,873,50.37
0.3,Ideal,F,IF,60.9,57.0,873,50.68
0.3,Ideal,F,IF,61.3,58.0,873,49.04
0.38,Good,F,VS2,56.2,61.0,873,64.35
0.32,Premium,F,VS1,62.1,60.0,874,51.09
0.46,Very Good,J,VS1,62.5,58.0,874,73.32
0.43,Ideal,I,VVS2,62.6,57.0,874,69.49
0.31,Ideal,F,IF,62.2,56.0,874,50.32
0.31,Ideal,F,IF,62.3,57.0,874,50.2
0.31,Premium,F,IF,60.8,59.0,874,50.91
0.31,Premium,F,IF,61.6,58.0,874,50.71
0.38,Ideal,I,VS1,61.5,56.0,874,63.35
0.37,Ideal,E,VS1,61.4,56.0,874,61.97
0.39,Ideal,H,SI1,61.8,55.0,874,63.92
0.38,Ideal,F,SI1,61.0,56.0,874,63.8
0.37,Ideal,D,SI1,61.5,57.0,874,60.49
0.37,Premium,I,VVS1,62.4,58.0,874,59.39
0.37,Premium,I,VVS1,61.6,59.0,874,61.57
0.37,Premium,D,SI1,61.0,62.0,874,60.32
0.37,Premium,D,SI1,62.3,56.0,874,61.6
0.37,Premium,D,SI1,61.9,59.0,874,61.66
0.37,Premium,D,SI1,60.4,59.0,874,60.76
0.37,Premium,D,SI1,62.2,58.0,874,60.52
0.37,Good,D,SI1,63.7,55.0,874,60.77
0.37,Premium,D,SI1,62.7,58.0,874,59.6
0.39,Very Good,G,VVS2,62.1,55.0,875,63.87
0.41,Ideal,I,VVS1,61.0,56.0,875,67.65
0.41,Ideal,I,VVS1,61.7,57.0,875,65.97
0.5,Ideal,J,VS2,61.7,57.0,875,82.09
0.36,Ideal,F,VS2,61.0,57.0,875,59.72
0.39,Ideal,E,VS2,60.8,57.0,875,64.71
0.41,Ideal,E,VS2,62.3,54.0,875,67.57
0.34,Ideal,E,VS1,61.2,55.0,875,57.09
0.34,Ideal,E,VS1,60.3,57.0,875,56.02
0.32,Fair,D,VVS1,62.4,61.0,875,53.48
0.32,Very Good,G,VVS1,61.2,59.0,876,53.18
0.37,Ideal,D,VS2,61.6,56.0,876,60.35
0.37,Premium,E,VS1,60.4,58.0,876,60.15
0.37,Ideal,D,VS2,61.0,56.0,876,62.29
0.37,Ideal,E,VS1,61.2,56.0,876,61.76
0.39,Ideal,E,VS1,60.2,56.0,876,65.94
0.39,Very Good,D,VS1,61.7,59.0,876,62.67
0.37,Ideal,D,VS2,61.3,56.0,876,60.4
0.37,Premium,D,VS2,61.0,59.0,876,59.72
0.32,Ideal,F,VS1,62.0,54.0,876,54.09
0.32,Ideal,F,VS1,61.9,55.0,876,52.97
0.37,Ideal,F,VVS2,60.5,60.0,876,61.24
0.37,Ideal,E,VVS2,61.4,56.0,876,61.97
0.41,Ideal,G,SI1,61.8,55.0,876,68.57
0.41,Good,H,SI1,63.8,56.0,876,66.91
0.41,Very Good,H,SI1,63.3,56.0,876,66.75
0.41,Premium,H,SI1,62.6,59.0,876,66.87
0.41,Ideal,H,SI1,62.8,56.0,876,67.09
0.41,Ideal,H,SI1,62.4,56.0,876,67.29
0.41,Ideal,H,SI1,61.2,57.0,876,66.44
0.41,Premium,H,SI1,62.0,59.0,876,68.14
0.41,Ideal,H,SI1,62.9,55.0,876,68.91
0.41,Ideal,H,SI1,62.6,55.0,876,68.32
0.41,Premium,H,SI1,60.0,61.0,876,66.35
0.41,Premium,H,SI1,60.9,60.0,876,67.79
0.41,Premium,H,SI1,60.5,58.0,876,68.12
0.41,Premium,H,SI1,61.7,60.0,876,65.33
0.41,Premium,H,SI1,62.9,58.0,876,66.31
0.41,Premium,H,SI1,61.4,60.0,876,66.02
0.41,Ideal,E,SI2,59.8,55.0,876,69.01
0.41,Premium,E,SI2,61.3,59.0,876,68.91
0.41,Ideal,E,SI2,60.7,57.0,876,68.35
0.41,Premium,E,SI2,60.0,59.0,876,66.35
0.41,Premium,E,SI2,61.3,57.0,876,68.25
0.41,Premium,E,SI2,62.9,58.0,876,67.6
0.41,Ideal,E,SI2,61.9,57.0,876,67.63
0.41,Premium,E,SI2,61.9,55.0,876,67.77
0.41,Ideal,E,SI2,62.8,57.0,876,65.8
0.41,Premium,E,SI2,62.9,58.0,876,66.81
0.41,Premium,E,SI2,62.1,58.0,876,66.56
0.41,Ideal,D,SI2,61.0,56.0,876,67.65
0.41,Ideal,D,SI2,62.6,55.0,876,68.32
0.41,Premium,D,SI2,61.2,59.0,876,67.09
0.41,Premium,D,SI2,62.3,58.0,876,66.93
0.41,Premium,D,SI2,62.0,58.0,876,66.84
0.41,Ideal,D,SI2,62.3,57.0,876,67.43
0.41,Premium,D,SI2,62.7,58.0,876,67.89
0.41,Premium,D,SI2,62.3,58.0,876,66.78
0.41,Ideal,D,SI2,62.7,55.0,876,66.59
0.41,Premium,D,SI2,61.9,58.0,876,65.05
0.41,Premium,D,SI2,62.4,60.0,876,66.5
0.4,Premium,H,VVS2,60.9,58.0,877,65.84
0.4,Ideal,H,VVS2,62.3,57.0,877,65.5
0.4,Ideal,G,VS1,62.4,57.0,877,66.0
0.4,Very Good,G,VS1,62.8,56.0,877,64.53
0.4,Premium,G,VS1,61.3,60.0,877,62.99
0.4,Ideal,H,VVS2,62.4,57.0,877,65.22
0.4,Ideal,H,VVS2,62.1,57.0,877,65.14
0.4,Ideal,G,VS1,61.3,55.0,877,66.3
0.4,Ideal,H,VVS2,60.8,55.0,877,67.42
0.4,Premium,G,VS1,60.3,59.0,877,65.8
0.4,Premium,G,VS1,60.7,58.0,877,66.91
0.4,Good,H,VVS2,63.2,55.0,877,66.25
0.4,Ideal,H,VVS2,62.2,56.0,877,65.64
0.4,Premium,H,VVS2,60.6,60.0,877,65.75
0.4,Ideal,G,VS1,62.2,56.0,877,65.78
0.5,Good,J,SI1,63.3,60.0,877,78.12
0.4,Good,F,VS1,63.1,59.0,877,63.84
0.42,Ideal,D,VS2,62.4,55.0,877,69.41
0.4,Ideal,G,VS1,60.7,57.0,877,66.12
0.36,Ideal,H,IF,62.2,54.1,877,60.12
0.31,Ideal,D,VS1,60.5,55.0,877,51.93
0.31,Ideal,D,VS1,62.1,57.0,877,50.55
0.31,Ideal,D,VS1,61.8,55.0,877,50.9
0.31,Ideal,D,VS1,62.0,54.0,877,51.21
0.31,Premium,D,VS1,59.6,58.0,877,50.61
0.31,Very Good,E,VVS1,62.3,59.0,878,51.28
0.31,Very Good,G,IF,60.8,56.0,878,52.67
0.31,Ideal,F,VVS1,61.2,57.0,878,52.51
0.31,Ideal,F,VVS1,60.7,56.0,878,51.15
0.3,Very Good,E,VVS2,63.2,59.0,878,49.34
0.39,Premium,G,SI1,62.4,58.0,878,64.58
0.44,Very Good,E,SI2,63.2,59.0,878,71.0
0.41,Ideal,I,VS1,61.9,55.0,878,68.43
0.41,Very Good,F,SI1,63.1,56.0,878,65.89
0.41,Very Good,E,SI1,63.1,57.0,878,66.39
0.36,Ideal,E,VS2,61.7,57.0,878,58.89
0.36,Premium,E,VS2,62.5,58.0,878,58.66
0.3,Premium,H,VVS1,61.8,58.0,878,50.48
0.3,Premium,H,VVS1,62.3,58.0,878,49.67
0.3,Premium,H,VVS1,62.7,59.0,878,50.04
0.3,Very Good,H,VVS1,63.3,55.0,878,50.83
0.3,Ideal,H,VVS1,62.0,55.0,878,50.01
0.3,Ideal,H,VVS1,61.9,55.0,878,50.25
0.3,Very Good,H,VVS1,63.4,57.0,878,50.06
0.3,Very Good,H,VVS1,63.4,55.0,878,50.06
0.3,Ideal,H,VVS1,62.4,53.0,878,49.44
0.3,Ideal,H,VVS1,63.0,54.0,878,49.57
0.3,Premium,H,VVS1,62.5,59.0,878,48.8
0.3,Premium,H,VVS1,62.2,58.0,878,48.61
0.3,Premium,H,VVS1,63.0,58.0,878,47.89
0.3,Very Good,H,VVS1,63.3,60.0,878,48.07
0.3,Very Good,H,VVS1,63.3,59.0,878,48.59
0.3,Ideal,H,VVS1,63.0,56.0,878,48.52
0.3,Premium,H,VVS1,61.3,61.0,878,47.88
0.3,Premium,H,VVS1,62.0,59.0,878,48.43
0.3,Premium,H,VVS1,62.6,60.0,878,47.53
0.3,Premium,G,VVS2,60.8,58.0,878,50.37
0.3,Premium,G,VVS2,60.6,58.0,878,50.07
0.3,Premium,G,VVS2,61.2,58.0,878,49.68
0.3,Ideal,G,VVS2,60.9,57.0,878,49.61
0.3,Ideal,G,VVS2,61.1,57.0,878,49.8
0.3,Ideal,G,VVS2,60.6,57.0,878,49.54
0.3,Premium,G,VVS2,61.2,59.0,878,49.68
0.3,Premium,G,VVS2,61.0,60.0,878,48.85
0.3,Ideal,G,VVS2,61.5,55.0,878,49.23
0.3,Ideal,G,VVS2,62.9,55.0,878,50.34
0.3,Ideal,G,VVS2,61.5,56.0,878,49.76
0.3,Very Good,G,VVS2,63.5,56.0,878,51.01
0.3,Ideal,G,VVS2,63.0,57.0,878,50.11
0.3,Premium,G,VVS2,61.3,58.0,878,49.04
0.3,Ideal,G,VVS2,62.0,57.0,878,49.48
0.3,Premium,G,VVS2,61.3,57.0,878,49.04
0.3,Ideal,G,VVS2,61.5,57.0,878,49.23
0.3,Premium,G,VVS2,62.2,59.0,878,49.25
0.3,Good,G,VVS2,63.8,56.0,878,50.01
0.3,Ideal,G,VVS2,62.7,57.0,878,49.5
0.3,Premium,G,VVS2,62.6,58.0,878,49.09
0.3,Good,G,VVS2,63.6,57.0,878,49.82
0.3,Ideal,G,VVS2,62.7,57.0,878,48.98
0.3,Premium,G,VVS2,62.0,58.0,878,48.43
0.3,Premium,G,VVS2,62.3,59.0,878,48.5
0.3,Premium,G,VVS2,62.0,60.0,878,48.95
0.3,Premium,G,VVS2,61.9,59.0,878,48.02
0.3,Premium,G,VVS2,62.6,58.0,878,48.57
0.3,Premium,G,VVS2,62.8,60.0,878,48.75
0.3,Premium,G,VVS2,62.7,56.0,878,48.98
0.3,Very Good,G,VVS2,63.5,54.0,878,48.88
0.3,Premium,G,VVS2,61.6,60.0,878,47.43
0.3,Very Good,G,VVS2,63.2,57.0,878,48.7
0.3,Premium,G,VVS2,62.9,55.0,878,48.63
0.3,Very Good,G,VVS2,63.2,57.0,878,48.7
0.3,Good,G,VVS2,63.8,57.0,878,48.95
0.3,Premium,G,VVS2,61.8,59.0,878,47.1
0.3,Premium,G,VVS2,62.1,59.0,878,47.68
0.3,Very Good,G,VVS2,63.3,57.0,878,48.59
0.3,Very Good,G,VVS2,63.1,56.0,878,47.26
0.3,Ideal,G,VVS1,61.7,57.0,878,49.94
0.3,Good,G,VVS1,64.0,57.0,878,49.13
0.39,Premium,G,SI1,60.9,58.0,878,63.8
0.3,Ideal,G,VVS2,62.2,55.0,878,49.78
0.4,Very Good,E,VS2,62.0,60.0,879,63.52
0.34,Premium,G,IF,60.5,58.0,879,54.96
0.31,Premium,E,VS1,62.6,60.0,879,50.15
0.38,Ideal,G,VVS2,62.0,57.0,879,62.49
0.38,Ideal,G,VVS2,60.0,56.0,879,63.81
0.32,Ideal,E,VVS1,61.7,55.0,879,52.35
0.38,Ideal,F,VS1,59.8,57.0,879,63.67
0.31,Ideal,D,VS2,59.4,57.0,879,53.27
0.35,Premium,F,VS2,60.4,59.0,879,57.06
0.35,Premium,F,VS2,60.9,57.0,879,57.93
0.31,Ideal,D,VS2,59.4,56.0,879,51.5
0.31,Ideal,D,VS2,61.8,56.0,879,51.56
0.3,Very Good,D,VVS2,59.6,61.0,880,49.54
0.43,Ideal,G,VS1,61.2,57.0,880,70.0
0.33,Ideal,F,VVS1,61.9,55.0,880,54.9
0.33,Ideal,F,VVS1,62.6,54.0,880,55.37
0.33,Ideal,F,VVS1,62.5,54.0,880,54.93
0.33,Ideal,F,VVS1,62.4,54.0,880,55.17
0.33,Ideal,F,VVS1,62.0,55.0,880,54.78
0.33,Ideal,F,VVS1,60.6,57.0,880,55.98
0.33,Ideal,F,VVS1,61.8,53.0,880,56.17
0.33,Ideal,F,VVS1,61.7,55.0,880,54.01
0.33,Ideal,F,VVS1,61.9,54.0,880,54.21
0.34,Premium,F,VS2,59.2,60.0,880,56.84
0.34,Premium,F,VS2,61.2,59.0,880,56.14
0.34,Premium,H,VVS2,62.7,59.0,880,55.25
0.34,Premium,H,VVS2,61.4,58.0,880,55.19
0.34,Ideal,H,VVS2,61.8,54.0,880,55.59
0.34,Ideal,H,VVS2,62.2,55.0,880,56.12
0.34,Very Good,G,VS1,63.1,57.0,880,54.63
0.34,Premium,G,VS1,60.4,61.0,880,55.2
0.34,Ideal,F,VS2,61.0,57.0,880,55.24
0.34,Ideal,F,VS2,62.5,55.0,880,56.78
0.34,Ideal,F,VS2,62.9,55.0,880,56.15
0.34,Premium,F,VS2,60.7,60.0,880,54.59
0.34,Ideal,F,VS2,62.1,55.0,880,56.25
0.34,Ideal,F,VS2,62.1,56.0,880,56.25
0.34,Premium,F,VS2,61.2,59.0,880,55.56
0.34,Ideal,F,VS2,61.6,57.0,880,56.09
0.23,Very Good,F,VS1,62.1,58.0,373,37.68
0.23,Very Good,D,VS1,59.0,61.0,373,39.2
0.3,Ideal,J,VS1,62.6,53.0,373,49.74
0.24,Good,F,VS1,60.8,64.0,373,38.33
0.26,Good,F,VS1,62.5,56.0,373,42.45
0.24,Good,F,VS1,58.3,61.0,373,40.64
0.23,Good,E,VS1,64.3,59.0,373,36.85
0.28,Good,E,SI1,62.6,60.0,373,44.28
0.32,Good,J,SI1,63.2,56.0,374,51.49
0.32,Good,I,SI2,63.4,56.0,374,52.35
0.32,Very Good,J,SI1,61.6,58.0,374,51.8
0.32,Very Good,J,SI1,63.0,58.0,374,51.3
0.32,Good,I,SI2,63.1,58.0,374,52.82
0.23,Ideal,G,SI1,61.2,56.0,375,38.75
0.28,Good,J,VVS2,58.4,60.0,375,46.41
0.28,Very Good,H,VS2,61.4,57.0,376,46.12
0.23,Good,F,VS1,63.2,58.0,376,36.79
0.26,Ideal,G,SI1,61.8,55.0,377,42.43
0.27,Good,E,VS1,57.5,63.0,377,44.46
0.31,Good,I,SI1,64.3,55.0,377,50.38
0.23,Very Good,H,VVS2,62.0,55.0,378,37.88
0.24,Very Good,E,VS1,60.1,57.0,378,41.15
0.23,Very Good,E,VS1,59.6,65.0,378,37.01
0.23,Very Good,E,VS1,60.4,62.0,378,37.48
0.24,Good,E,VS2,63.0,59.0,378,39.86
0.3,Good,H,SI2,63.9,57.0,378,49.25
0.3,Good,H,SI2,63.2,55.0,378,49.34
0.3,Premium,H,SI2,61.9,60.0,378,48.54
0.28,Very Good,I,VS2,61.9,57.0,379,44.97
0.31,Ideal,I,SI2,61.0,56.0,379,52.31
0.24,Very Good,E,VVS2,62.1,59.0,471,39.03
0.29,Very Good,G,VS2,61.9,55.0,471,48.02
0.29,Very Good,G,VS2,61.7,56.0,471,48.47
0.29,Very Good,G,VS2,62.0,55.0,471,47.62
0.29,Very Good,G,VS2,62.5,56.0,471,47.13
0.3,Very Good,F,SI1,60.3,61.0,471,48.82
0.32,Ideal,H,SI1,61.0,56.6,471,52.63
0.24,Good,F,VVS2,64.0,61.0,471,38.57
0.31,Very Good,G,VS2,58.8,62.0,471,50.26
0.32,Premium,H,VS2,62.7,58.0,471,51.23
0.36,Very Good,E,SI2,62.4,58.0,471,58.79
0.32,Ideal,I,VS1,62.1,57.0,471,52.73
0.32,Ideal,I,VS1,62.3,56.0,471,52.49
0.31,Premium,E,SI1,62.7,58.0,471,51.11
0.31,Premium,G,VS2,61.2,59.0,471,51.41
0.23,Very Good,F,VVS2,60.8,59.0,472,38.33
0.23,Very Good,F,VVS2,63.1,56.0,472,38.75
0.23,Very Good,D,VVS2,58.5,62.0,472,38.87
0.23,Very Good,E,VVS1,61.9,58.0,472,38.42
0.23,Very Good,E,VVS1,61.4,60.0,472,38.11
0.23,Very Good,E,VVS1,61.3,58.0,472,37.76
0.23,Very Good,E,VVS1,62.6,58.0,472,39.44
0.23,Very Good,E,VVS1,61.8,59.0,472,36.66
0.23,Very Good,D,VVS1,60.5,55.0,472,39.17
0.23,Good,E,VVS2,64.5,55.0,472,37.54
0.23,Good,F,VVS1,60.3,66.0,472,37.04
0.23,Good,E,VVS1,64.4,57.0,472,37.73
0.25,Ideal,H,VS2,61.0,55.0,472,42.02
0.35,Ideal,I,SI1,61.3,54.0,472,57.17
0.35,Good,I,SI1,63.6,56.0,472,58.5
0.34,Ideal,F,VS2,62.1,56.0,880,55.1
0.34,Ideal,F,VS2,62.6,54.0,880,55.95
0.34,Premium,F,VS2,62.9,58.0,880,55.45
0.34,Premium,F,VS2,62.3,57.0,880,55.3
0.34,Premium,F,VS2,62.6,59.0,880,55.5
0.46,Premium,I,SI2,60.3,62.0,880,72.04
0.34,Premium,F,VS2,62.6,58.0,880,56.07
0.34,Ideal,H,VVS2,63.0,55.0,880,55.89
0.34,Ideal,E,VS1,62.0,57.0,881,55.22
0.34,Ideal,D,VS2,61.6,55.0,881,56.54
0.34,Premium,D,VS2,59.3,59.0,881,56.6
0.4,Very Good,D,VS2,61.6,59.0,881,64.97
0.35,Ideal,E,VVS2,61.3,56.0,881,58.48
0.46,Ideal,F,SI2,61.4,56.0,881,76.04
0.4,Very Good,H,VVS2,59.7,57.0,882,67.7
0.31,Premium,D,VVS1,62.7,58.0,882,50.04
0.38,Ideal,D,VS1,62.0,57.0,882,64.15
0.35,Ideal,D,VVS2,61.6,56.0,882,58.43
0.31,Ideal,F,VVS1,61.9,53.5,882,51.87
0.38,Ideal,G,VS1,62.0,55.0,882,62.76
0.43,Premium,E,SI2,61.8,60.0,882,70.04
0.42,Premium,G,SI1,60.6,62.0,882,68.49
0.42,Very Good,G,SI1,63.1,56.0,882,68.49
0.42,Ideal,G,SI1,63.0,55.0,882,69.29
0.42,Premium,G,SI1,61.6,61.0,882,68.34
0.42,Premium,G,SI1,62.7,58.0,882,68.03
0.4,Very Good,I,VS1,63.5,55.0,882,65.55
0.4,Very Good,F,SI1,63.3,58.0,882,65.97
0.4,Premium,F,SI1,62.9,58.0,882,65.52
0.4,Good,F,SI1,63.6,56.0,882,64.14
0.4,Ideal,F,SI1,62.1,57.0,882,63.24
0.4,Very Good,F,SI1,63.1,58.0,882,64.47
0.4,Premium,E,SI1,61.4,58.0,882,67.45
0.4,Premium,E,SI1,60.8,62.0,882,64.71
0.4,Good,E,SI1,63.8,56.0,882,67.06
0.4,Premium,E,SI1,61.0,59.0,882,64.3
0.4,Premium,E,SI1,61.7,60.0,882,64.06
0.4,Very Good,E,SI1,63.3,56.0,882,66.11
0.4,Premium,E,SI1,62.9,59.0,882,65.52
0.4,Very Good,E,SI1,63.2,56.0,882,66.25
0.4,Very Good,E,SI1,63.5,57.0,882,66.33
0.4,Premium,E,SI1,62.0,61.0,882,64.01
0.4,Very Good,E,SI1,63.5,55.0,882,65.55
0.4,Good,E,SI1,63.9,55.0,882,66.13
0.4,Good,E,SI1,64.2,56.0,882,65.57
0.4,Very Good,E,SI1,63.2,58.0,882,64.83
0.4,Premium,E,SI1,62.2,62.0,882,63.6
0.4,Good,E,SI1,63.7,56.0,882,65.13
0.4,Good,E,SI1,63.7,57.0,882,65.13
0.4,Good,E,SI1,63.9,58.0,882,64.22
0.4,Very Good,E,SI1,63.5,58.0,882,64.28
0.4,Ideal,E,SI1,63.0,57.0,882,63.98
0.4,Very Good,E,SI1,63.2,56.0,882,64.34
0.4,Good,E,SI1,63.6,57.0,882,64.77
0.3,Premium,F,VVS2,59.5,59.0,882,50.72
0.42,Ideal,E,SI2,62.7,55.0,882,68.69
0.4,Premium,F,SI1,61.5,60.0,882,65.24
0.39,Very Good,E,VS1,59.7,56.0,883,67.05
0.38,Very Good,F,VS1,62.7,57.0,883,64.03
0.44,Ideal,D,SI1,62.4,57.0,883,72.25
0.4,Ideal,G,VVS2,61.4,53.0,883,66.66
0.32,Ideal,E,VVS2,61.1,55.0,883,53.3
0.32,Ideal,G,IF,62.3,54.0,883,52.93
0.4,Good,F,VS1,63.0,62.0,883,63.98
0.42,Premium,F,VS2,61.9,58.0,884,67.63
0.42,Ideal,I,VVS1,60.2,57.0,884,69.35
0.42,Ideal,I,VVS1,62.7,55.0,884,68.69
0.42,Very Good,F,VS2,61.7,59.0,884,67.54
0.42,Ideal,I,VVS1,62.4,57.0,884,69.41
0.36,Ideal,G,VVS1,62.1,56.0,884,60.04
0.42,Ideal,I,VVS1,62.5,57.0,884,68.46
0.42,Ideal,I,VVS1,62.0,55.0,884,70.27
0.31,Ideal,F,VVS1,61.8,56.0,884,50.9
0.31,Ideal,F,VVS1,61.0,57.0,884,51.34
0.47,Ideal,I,VS2,62.1,54.0,884,78.06
0.47,Ideal,I,VS2,62.1,53.0,884,77.9
0.47,Ideal,I,VS2,62.1,54.0,884,77.19
0.38,Ideal,D,SI1,61.8,55.0,884,63.3
0.38,Ideal,D,SI1,61.3,57.0,884,62.99
0.4,Premium,D,SI1,60.9,60.0,884,65.71
0.35,Very Good,E,VS1,59.9,59.9,885,56.89
0.34,Ideal,D,VVS2,61.2,56.0,885,56.14
0.3,Ideal,D,VS1,61.1,57.0,885,50.45
0.3,Ideal,D,VS1,60.8,56.0,885,51.03
0.3,Ideal,D,VS1,60.7,56.0,885,51.57
0.51,Ideal,J,SI2,62.1,56.0,885,83.36
0.42,Ideal,H,SI1,61.7,55.0,885,70.19
0.32,Very Good,F,VVS1,61.6,56.0,886,52.03
0.32,Very Good,F,VVS1,61.5,56.0,886,52.03
0.32,Very Good,F,VVS1,59.4,59.0,886,52.71
0.32,Very Good,F,VVS1,61.5,57.0,886,52.15
0.32,Very Good,F,VVS1,62.2,55.0,886,53.29
0.38,Very Good,G,VS1,57.1,63.0,886,63.75
0.33,Very Good,E,VS1,58.3,62.0,886,54.17
0.3,Very Good,F,IF,62.4,56.0,886,49.44
0.3,Very Good,F,IF,62.0,58.0,886,48.95
0.3,Very Good,F,IF,62.0,55.0,886,50.67
0.3,Very Good,F,IF,62.6,55.0,886,50.16
0.3,Very Good,F,IF,62.1,57.0,886,48.73
0.3,Very Good,F,IF,62.5,56.0,886,49.21
0.39,Ideal,G,VVS2,62.1,56.0,886,63.87
0.37,Ideal,E,VS1,61.6,54.7,886,60.83
0.39,Ideal,F,SI1,61.8,55.0,886,64.56
0.3,Ideal,F,IF,61.8,54.0,886,50.9
0.3,Ideal,F,IF,62.0,58.0,886,48.43
0.3,Ideal,F,IF,61.1,58.0,886,49.91
0.3,Ideal,F,IF,61.8,58.0,886,48.66
0.3,Ideal,F,IF,61.8,56.0,886,49.3
0.3,Ideal,F,IF,62.4,56.0,886,48.91
0.3,Ideal,F,IF,62.3,57.0,886,48.5
0.3,Ideal,F,IF,62.1,57.0,886,49.37
0.3,Ideal,F,IF,61.7,57.0,886,48.88
0.3,Ideal,F,IF,61.4,57.0,886,50.52
0.3,Ideal,F,IF,62.3,55.0,886,50.2
0.3,Ideal,F,IF,62.3,57.0,886,49.55
0.3,Ideal,F,IF,61.7,58.0,886,49.41
0.3,Ideal,F,IF,62.1,54.0,886,50.55
0.3,Ideal,F,IF,61.8,54.0,886,51.02
0.3,Ideal,F,IF,62.2,56.0,886,50.32
0.3,Ideal,F,IF,62.4,54.0,886,51.16
0.3,Ideal,F,IF,61.4,56.0,886,49.87
0.3,Ideal,F,IF,60.9,56.0,886,50.14
0.3,Ideal,F,IF,61.6,58.0,886,49.0
0.3,Ideal,F,IF,61.8,55.0,886,50.36
0.3,Ideal,F,IF,62.2,57.0,886,49.78
0.3,Ideal,F,IF,61.9,57.0,886,49.6
0.3,Ideal,F,IF,62.5,54.0,886,50.39
0.3,Ideal,F,IF,62.6,57.0,886,48.57
0.3,Ideal,F,IF,62.1,57.0,886,48.84
0.3,Ideal,F,IF,61.3,56.0,886,50.1
0.3,Ideal,F,IF,62.1,55.0,886,50.55
0.3,Ideal,F,IF,62.1,55.0,886,50.43
0.3,Ideal,F,IF,62.0,56.0,886,50.01
0.3,Ideal,F,IF,62.3,53.0,886,51.28
0.3,Ideal,F,IF,62.4,58.0,886,48.39
0.3,Ideal,F,IF,61.8,56.0,886,49.83
0.3,Ideal,F,IF,62.3,55.0,886,49.55
0.3,Ideal,F,IF,62.2,53.0,886,51.51
0.38,Good,I,IF,56.6,59.0,886,64.32
0.42,Ideal,F,SI1,61.6,56.0,886,69.0
0.53,Premium,F,I1,61.3,58.0,886,86.26
0.36,Ideal,E,VVS2,62.0,54.0,887,59.57
0.35,Ideal,G,VVS1,61.2,56.0,887,58.01
0.35,Ideal,G,VVS1,61.0,56.0,887,58.4
0.35,Ideal,G,VVS1,61.7,56.0,887,58.3
0.35,Ideal,H,IF,62.1,54.0,887,59.31
0.43,Premium,H,SI2,61.8,59.0,887,70.71
0.37,Premium,E,VS2,61.0,59.0,888,60.32
0.4,Very Good,E,VS2,63.0,57.0,888,64.61
0.36,Ideal,G,VVS2,61.8,55.0,888,59.96
0.45,Ideal,H,VS1,62.0,54.0,888,74.52
0.31,Ideal,F,IF,60.8,56.0,888,53.23
0.41,Very Good,G,VVS2,59.1,60.0,889,67.65
0.41,Very Good,D,VS2,62.5,60.0,889,66.36
0.41,Very Good,F,VS1,62.9,57.0,889,66.17
0.41,Very Good,F,VS1,62.1,60.0,889,65.91
0.39,Ideal,E,VS1,59.9,57.0,889,65.85
0.39,Very Good,E,VS2,61.3,61.0,889,62.86
0.39,Very Good,E,VS2,60.1,61.0,889,64.03
0.39,Premium,E,VS2,61.4,58.0,889,63.97
0.39,Premium,E,VS2,62.5,60.0,889,63.06
0.41,Ideal,D,VS2,61.2,57.0,889,67.74
0.37,Good,E,VS1,62.8,65.0,889,58.15
0.38,Ideal,F,VS2,61.2,57.0,889,61.76
0.31,Very Good,E,VVS1,61.2,58.0,890,50.87
0.4,Very Good,F,VS1,61.3,54.0,890,68.39
0.43,Ideal,J,IF,62.4,56.0,890,71.42
0.35,Ideal,D,VS1,60.8,57.0,890,58.78
0.43,Very Good,E,VS1,61.3,56.0,890,70.53
0.32,Ideal,E,VVS2,62.3,55.0,890,52.49
0.32,Ideal,E,VVS1,61.3,57.0,890,53.5
0.31,Ideal,E,VVS1,61.7,56.0,890,52.35
0.4,Ideal,D,VS2,61.7,57.0,890,65.47
0.4,Ideal,D,VS2,62.1,53.0,890,68.0
0.4,Ideal,F,VS1,62.0,56.0,890,66.05
0.38,Very Good,E,VS1,63.0,56.0,891,62.11
0.31,Very Good,G,IF,61.6,54.0,891,53.02
0.33,Ideal,E,VVS2,61.8,56.0,891,54.46
0.32,Premium,G,IF,59.4,60.0,891,52.71
0.32,Premium,G,IF,61.0,59.0,891,51.77
0.4,Good,D,VS2,63.5,55.0,891,64.91
